,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
770,1202,2017,24/12/2020,DOCENTE,COORDENADOR(A),0,F,True,13108,,,13111.0,Docente                       ,CCHSA
771,509,2017,02/04/2018,DOCENTE,COORDENADOR(A),0,M,True,112669,,,19152.0,Docente                       ,CEAR
772,467,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,M,True,14524,,,14527.0,Docente                       ,CCAE
773,1207,nan,,DOCENTE,COORDENADOR(A),0,F,True,26064,,,19084.0,Docente                       ,CCM
774,861,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,F,True,44770,,,19615.0,Docente                       ,CCS
777,861,2017,31/12/2017,DOCENTE,COORDENADOR(A),320,F,True,9164,,,9165.0,Docente                       ,CCS
778,1096,nan,,DOCENTE,COORDENADOR(A),880,F,True,8106,,,8106.0,Docente                       ,CCS
782,1096,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),765,F,True,8285,,,8285.0,Docente                       ,CCS
786,645,2017,31/12/2017,DOCENTE,COORDENADOR(A),120,F,True,128927,,,18643.0,Docente                       ,CCHSA
787,645,2017,31/12/2017,DOCENTE,COLABORADOR(A),80,F,True,10773,,,10775.0,Docente                       ,CCHSA
788,645,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,M,True,11370,,,11373.0,Docente                       ,CCHSA
792,645,2017,31/12/2017,DOCENTE,COLABORADOR(A),40,M,True,12742,,,12745.0,Docente                       ,CCAE
793,645,2017,31/12/2017,DOCENTE,COLABORADOR(A),40,F,True,12073,,,12076.0,Docente                       ,CCHSA
797,645,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,14456,,,14459.0,Docente                       ,CCHSA
801,574,nan,,DOCENTE,COORDENADOR(A),40,M,True,351536,,,20277.0,Docente                       ,CCS
802,6237,2019,31/12/2019,DOCENTE,COORDENADOR(A),8,M,True,12822,,,12825.0,Docente                       ,CCHSA
804,6237,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),8,F,True,13416,,,13419.0,Docente                       ,CCHSA
805,6237,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),14,M,True,14559,,,14562.0,Docente                       ,CCHSA
807,6237,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),8,F,True,12424,,,15081.0,Docente                       ,CCHSA
808,6237,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),8,F,True,19329,,,18418.0,Docente                       ,CCHSA
813,1269,nan,,DOCENTE,COLABORADOR(A),31,F,True,12989,,,12992.0,Docente                       ,CT
814,1269,nan,,DOCENTE,COLABORADOR(A),42,F,True,9951,,,9953.0,Docente                       ,CCSA
816,1269,nan,,DOCENTE,COORDENADOR(A),175,F,True,10438,,,10440.0,Docente                       ,CT
817,1269,nan,,DOCENTE,COLABORADOR(A),82,F,True,197730,,,19147.0,Docente                       ,CT
818,1269,nan,,DOCENTE,COLABORADOR(A),135,F,True,14560,,,14563.0,Docente                       ,CT
819,1269,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),194,F,True,267111,,,20299.0,Docente                       ,CT
821,576,2017,31/12/2017,DOCENTE,COLABORADOR(A),90,F,True,11934,,,14993.0,Docente                       ,CCEN
828,576,2017,31/12/2017,DOCENTE,COLABORADOR(A),50,F,False,11934,,,14993.0,Docente                       ,CCEN
836,5850,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),90,F,True,30173,,,22131.0,Docente                       ,CCS
837,5850,nan,,DOCENTE,COLABORADOR(A),90,F,True,450209,,,22144.0,Docente                       ,CCS
839,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),33,F,True,5786,,,5786.0,Docente                       ,CCS
840,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),116,F,True,378768,,,20680.0,Docente                       ,CCS
843,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),53,F,True,183236,,,20212.0,Docente                       ,CCS
847,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),53,F,True,6941,,,6941.0,Docente                       ,CCS
851,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),33,M,True,11281,,,15327.0,Docente                       ,CCJ
854,1040,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),256,F,True,19205,,,18322.0,Docente                       ,CE
856,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),123,F,True,9838,,,9840.0,Docente                       ,CCS
858,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),53,F,True,13402,,,13405.0,Docente                       ,CCS
859,1040,2017,31/12/2017,DOCENTE,COORDENADOR(A),384,F,True,12761,,,12764.0,Docente                       ,CCS
869,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),0,F,False,378768,,,20680.0,Docente                       ,CCS
870,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),0,F,False,378768,,,20680.0,Docente                       ,CCS
871,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,14624,,,14732.0,Docente                       ,CCM
872,1040,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,False,19127,,,18244.0,Docente                       ,CCS
873,957,2017,26/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),220,F,True,8484,,,8484.0,Docente                       ,CCHLA
876,957,2017,26/12/2017,DOCENTE,COORDENADOR(A),450,M,True,9909,,,9911.0,Docente                       ,CCEN
880,2753,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),150,M,True,12510,,,15091.0,Docente                       ,CE
881,2753,2018,31/12/2018,DOCENTE,COORDENADOR(A),500,F,True,427932,,,22181.0,Docente                       ,CE
884,1183,nan,,DOCENTE,COORDENADOR(A),60,M,True,171218,,,19735.0,Docente                       ,CCJ
903,1183,nan,,DOCENTE,COLABORADOR(A),60,M,True,349109,,,20237.0,Docente                       ,CCJ
904,1183,nan,,DOCENTE,COLABORADOR(A),60,F,True,199963,,,19318.0,Docente                       ,CCJ
905,1183,nan,,DOCENTE,COLABORADOR(A),60,F,True,14490,,,14493.0,Docente                       ,CCJ
906,1183,nan,,DOCENTE,COLABORADOR(A),60,M,True,36579,,,19827.0,Docente                       ,CCJ
925,1183,2017,31/12/2017,DOCENTE,ORIENTADOR,1,F,False,199963,,,19318.0,Docente                       ,CCJ
926,1183,2017,31/12/2017,DOCENTE,ORIENTADOR,1,M,False,36579,,,19827.0,Docente                       ,CCJ
927,1183,2017,31/12/2017,DOCENTE,ORIENTADOR,1,F,False,14490,,,14493.0,Docente                       ,CCJ
928,1183,2017,31/12/2017,DOCENTE,ORIENTADOR,1,M,False,349109,,,20237.0,Docente                       ,CCJ
935,6251,2019,31/12/2019,DOCENTE,COORDENADOR(A),220,M,True,13149,,,13152.0,Docente                       ,CCAE
941,5925,2019,31/12/2019,DOCENTE,COORDENADOR(A),537,F,True,19169,,,18286.0,Docente                       ,CI
947,5925,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),266,M,True,27303,,,19087.0,Docente                       ,CI
949,1160,nan,,DOCENTE,COLABORADOR(A),8,F,True,14018,,,14021.0,Docente                       ,CCHSA
950,1160,nan,,DOCENTE,COLABORADOR(A),8,M,True,181311,,,18734.0,Docente                       ,CE
951,1160,nan,,DOCENTE,COLABORADOR(A),8,F,True,196805,,,19118.0,Docente                       ,CE
952,1160,nan,,DOCENTE,COLABORADOR(A),8,F,True,4761,,,4761.0,Docente                       ,CE
953,1160,nan,,DOCENTE,COLABORADOR(A),8,F,True,170855,,,18819.0,Docente                       ,CE
956,1160,nan,,DOCENTE,COLABORADOR(A),8,M,True,177598,,,21378.0,Docente                       ,CE
957,1160,nan,,DOCENTE,COLABORADOR(A),8,M,True,11850,,,11853.0,Docente                       ,CE
958,1160,nan,,DOCENTE,COORDENADOR(A),450,F,True,12789,,,20802.0,Docente                       ,CE
961,1414,nan,,DOCENTE,COLABORADOR(A),10,M,True,197733,,,19150.0,Docente                       ,CCHSA
962,1414,nan,,DOCENTE,COLABORADOR(A),10,F,True,12359,,,12362.0,Docente                       ,CCHSA
963,1414,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),10,M,True,13409,,,13412.0,Docente                       ,CCHSA
964,1414,2017,01/02/2018,DOCENTE,COLABORADOR(A),1,M,False,197733,,,19150.0,Docente                       ,CCHSA
965,1414,2017,01/02/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,13409,,,13412.0,Docente                       ,CCHSA
966,1414,2017,01/02/2018,DOCENTE,COLABORADOR(A),1,F,False,12359,,,12362.0,Docente                       ,CCHSA
969,1414,nan,,DOCENTE,COORDENADOR(A),10,M,True,13178,,,15381.0,Docente                       ,CCHSA
981,608,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,176839,,,20607.0,Docente                       ,CCHSA
982,608,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,13440,,,15217.0,Docente                       ,CCHSA
989,5559,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),40,M,True,10242,,,14645.0,Docente                       ,CCAE
991,5559,nan,,DOCENTE,COORDENADOR(A),60,F,True,176729,,,18709.0,Docente                       ,CCAE
995,5559,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),20,M,True,12988,,,12991.0,Docente                       ,CCAE
999,1405,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),10,M,True,9224,,,9225.0,Docente                       ,CT
1000,1405,nan,,DOCENTE,COORDENADOR(A),18,M,True,196799,,,19113.0,Docente                       ,CT
1005,2247,2018,31/12/2018,DOCENTE,COORDENADOR(A),0,M,True,7560,,,7560.0,Docente                       ,CCEN
1013,1378,nan,,DOCENTE,COLABORADOR(A),8,M,True,12261,,,12264.0,Docente                       ,CT
1014,1378,nan,,DOCENTE,COLABORADOR(A),8,M,True,12774,,,12777.0,Docente                       ,CT
1015,1378,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),8,M,True,13263,,,15198.0,Docente                       ,
1016,1378,nan,,DOCENTE,COORDENADOR(A),8,M,True,9098,,,18434.0,Docente                       ,
1023,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),104,F,True,121473,,,22185.0,Docente                       ,CT
1025,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),104,F,True,113272,,,20499.0,Docente                       ,CCHSA
1026,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),84,F,True,8077,,,8077.0,Docente                       ,CT
1027,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,111480,,,21651.0,Docente                       ,CT
1029,2724,2018,31/12/2018,DOCENTE,COLABORADOR(A),1,F,False,121473,,,22185.0,Docente                       ,CT
1031,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,113272,,,20499.0,Docente                       ,CCHSA
1032,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,121473,,,22185.0,Docente                       ,CT
1034,2724,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,8077,,,8077.0,Docente                       ,CT
1040,732,nan,,DOCENTE,COORDENADOR(A),10,M,True,7812,,,15809.0,Docente                       ,CT
1048,1256,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),260,F,True,25497,,,19948.0,Docente                       ,CCHSA
1049,1256,nan,,DOCENTE,COLABORADOR(A),38,F,True,14015,,,14018.0,Docente                       ,CCHSA
1056,1256,nan,,DOCENTE,COORDENADOR(A),110,F,True,9929,,,9931.0,Docente                       ,CCEN
1057,682,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,21981,,,20405.0,Docente                       ,CCHSA
1061,682,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),320,M,True,13440,,,15217.0,Docente                       ,CCHSA
1062,682,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,176839,,,20607.0,Docente                       ,CCHSA
1072,816,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,199101,,,20995.0,Docente                       ,CCHSA
1080,546,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),6,F,True,12913,,,15147.0,Docente                       ,CCAE
1081,546,2017,31/12/2017,DOCENTE,COORDENADOR(A),16,M,True,14076,,,14079.0,Docente                       ,CCAE
1086,990,2017,31/12/2017,DOCENTE,COORDENADOR(A),80,M,True,13032,,,15157.0,Docente                       ,CI
1087,658,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,F,True,11231,,,15321.0,Docente                       ,CE
1092,1038,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,11881,,,14978.0,Docente                       ,CCHLA
1107,1038,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,9211,,,15920.0,Docente                       ,CCS
1108,1038,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,11346,,,11349.0,Docente                       ,CCS
1109,913,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,M,True,13145,,,15177.0,Docente                       ,CE
1110,503,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,13440,,,15217.0,Docente                       ,CCHSA
1125,503,2017,31/12/2017,DOCENTE,COLABORADOR(A),320,M,True,176839,,,20607.0,Docente                       ,CCHSA
1128,981,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),190,F,True,2166,,,2166.0,Docente                       ,CT
1129,981,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),180,F,True,10652,,,10654.0,Docente                       ,CE
1130,981,2017,31/12/2017,DOCENTE,COORDENADOR(A),210,F,True,11439,,,11442.0,Docente                       ,CT
1131,864,nan,,DOCENTE,COLABORADOR(A),60,M,True,13450,,,13453.0,Docente                       ,CCA
1134,864,nan,,DOCENTE,COORDENADOR(A),90,M,True,11937,,,11940.0,Docente                       ,CCA
1135,2888,2018,01/04/2019,DOCENTE,COORDENADOR(A),0,M,True,12450,,,12453.0,Docente                       ,CCM
1139,1166,nan,,DOCENTE,COLABORADOR(A),8,F,True,213354,,,19445.0,Docente                       ,CT
1140,1166,nan,,DOCENTE,COLABORADOR(A),8,F,True,14053,,,14056.0,Docente                       ,CT
1147,624,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,M,True,183412,,,19188.0,Docente                       ,CCSA
1152,5767,2019,31/12/2019,DOCENTE,COLABORADOR(A),40,M,True,12299,,,15044.0,Docente                       ,CCS
1153,5767,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,M,False,12299,,,15044.0,Docente                       ,CCS
1157,5767,2019,31/12/2019,DOCENTE,COLABORADOR(A),120,F,True,8429,,,8429.0,Docente                       ,CCS
1158,5767,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,10790,,,10792.0,Docente                       ,CCS
1161,792,nan,,DOCENTE,COLABORADOR(A),160,F,True,14086,,,14089.0,Docente                       ,CCSA
1162,792,nan,,DOCENTE,COLABORADOR(A),160,F,True,13397,,,13400.0,Docente                       ,CCJ
1164,792,nan,,DOCENTE,ORIENTADOR,160,M,True,9259,,,9260.0,Docente                       ,CCJ
1169,515,2017,31/12/2017,DOCENTE,COORDENADOR(A),540,F,True,13248,,,13251.0,Docente                       ,CCS
1170,515,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),540,F,True,12821,,,20754.0,Docente                       ,CCS
1172,515,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),0,F,False,8472,,,8472.0,Docente                       ,CCS
1173,893,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,False,14076,,,14079.0,Docente                       ,CCAE
1176,893,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),118,F,True,19559,,,21048.0,Docente                       ,CCAE
1177,893,2017,31/12/2017,DOCENTE,COORDENADOR(A),128,M,True,44735,,,19720.0,Docente                       ,CCAE
1178,6178,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),130,M,True,14265,,,14268.0,Docente                       ,CCM
1179,6178,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,M,False,14265,,,14268.0,Docente                       ,CCM
1181,6178,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),180,F,True,450209,,,22144.0,Docente                       ,CCS
1183,506,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,F,True,13253,,,15194.0,Docente                       ,CCA
1184,1220,nan,,DOCENTE,ORIENTADOR,680,M,True,12278,,,12281.0,Docente                       ,CCJ
1185,1220,nan,,DOCENTE,ORIENTADOR,680,M,True,9843,,,9845.0,Docente                       ,CCJ
1186,1220,nan,,DOCENTE,INSTRUTOR / SUPERVISOR,680,F,True,13006,,,13009.0,Docente                       ,CCJ
1187,1220,nan,,DOCENTE,COORDENADOR(A),680,M,True,13007,,,13010.0,Docente                       ,CCJ
1188,541,2017,30/01/2018,DOCENTE,COORDENADOR(A),0,M,True,12471,,,12474.0,Docente                       ,CCJ
1191,804,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,True,172525,,,19053.0,Docente                       ,CCHSA
1192,804,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,True,12123,,,12126.0,Docente                       ,CCHSA
1193,804,2017,31/12/2017,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,True,195814,,,19008.0,Docente                       ,CCHSA
1194,804,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,M,True,12693,,,12696.0,Docente                       ,CCHSA
1195,804,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,True,9851,,,9853.0,Docente                       ,CCHSA
1196,804,2017,31/12/2017,DOCENTE,COLABORADOR(A),1,F,True,19329,,,18418.0,Docente                       ,CCHSA
1197,804,2017,31/12/2017,DOCENTE,COORDENADOR(A),0,F,True,12424,,,15081.0,Docente                       ,CCHSA
1201,2398,2018,20/12/2018,DOCENTE,COLABORADOR(A),420,M,True,10536,,,15394.0,Docente                       ,CCM
1202,2398,2018,20/12/2018,DOCENTE,COORDENADOR(A),1600,F,True,11610,,,14916.0,Docente                       ,CCM
1205,1019,2017,31/12/2017,DOCENTE,COORDENADOR(A),120,M,True,13398,,,13401.0,Docente                       ,CCAE
1208,1019,2017,31/12/2017,DOCENTE,COLABORADOR(A),45,F,True,14002,,,14005.0,Docente                       ,CCHLA
1210,1019,2017,31/12/2017,DOCENTE,COLABORADOR(A),66,F,True,12364,,,15065.0,Docente                       ,CCEN
1211,1019,2017,31/12/2017,DOCENTE,COLABORADOR(A),131,F,True,146034,,,21005.0,Docente                       ,CCAE
1214,6081,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),160,F,True,21361,,,21302.0,Docente                       ,CCA
1215,6081,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),160,F,True,131962,,,21042.0,Docente                       ,CCA
1216,6081,2019,31/12/2019,DOCENTE,COORDENADOR(A),320,F,True,408071,,,21274.0,Docente                       ,CCA
1230,1311,2017,31/12/2017,DOCENTE,COLABORADOR(A),508,M,True,406472,,,21151.0,Docente                       ,CCA
1231,1311,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,13809,,,13812.0,Docente                       ,CCA
1233,1314,2017,31/12/2017,DOCENTE,COLABORADOR(A),640,F,True,197753,,,19163.0,Docente                       ,CCM
1234,1314,2017,31/12/2017,DOCENTE,COORDENADOR(A),640,F,True,14624,,,14732.0,Docente                       ,CCM
1236,1281,nan,,DOCENTE,COORDENADOR(A),640,F,True,9336,,,9337.0,Docente                       ,CCS
1245,696,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),240,M,True,13440,,,15217.0,Docente                       ,CCHSA
1248,696,nan,,DOCENTE,COORDENADOR(A),320,F,True,14041,,,14044.0,Docente                       ,CCHSA
1255,6065,2019,01/01/2020,DOCENTE,COLABORADOR(A),50,M,True,14111,,,14114.0,Docente                       ,CCA
1273,1246,nan,,DOCENTE,COORDENADOR(A),11,M,True,10406,,,10408.0,Docente                       ,CE
1275,916,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),34,F,True,198293,,,19190.0,Docente                       ,CCSA
1276,916,nan,,DOCENTE,COLABORADOR(A),46,M,True,375306,,,21038.0,Docente                       ,CCSA
1284,916,2017,20/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,198293,,,19190.0,Docente                       ,CCSA
1294,916,nan,,DOCENTE,COORDENADOR(A),34,M,True,14090,,,14093.0,Docente                       ,CCSA
1301,5621,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),80,M,True,424769,,,21515.0,Docente                       ,CCAE
1302,5621,2019,31/12/2019,DOCENTE,COORDENADOR(A),80,M,True,14076,,,14079.0,Docente                       ,CCAE
1311,946,2017,31/12/2017,DOCENTE,COORDENADOR(A),376,M,True,10422,,,10424.0,Docente                       ,CCHSA
1349,689,2017,04/10/2017,DOCENTE,COLABORADOR(A),80,M,True,11834,,,14966.0,Docente                       ,CCJ
1357,689,2017,31/12/2017,DOCENTE,MINISTRANTE,50,M,False,11953,,,15000.0,Docente                       ,CCJ
1358,689,2017,31/12/2017,DOCENTE,MINISTRANTE,50,M,False,12163,,,15024.0,Docente                       ,CCJ
1359,689,2017,31/01/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),0,M,False,35134,,,21869.0,Docente                       ,CCJ
1360,689,2017,31/12/2017,DOCENTE,COORDENADOR(A),240,M,True,35134,,,21869.0,Docente                       ,CCJ
1361,689,2017,04/09/2017,DOCENTE,COORDENADOR(A),320,M,True,13268,,,19967.0,Docente                       ,CCJ
